year,state,state_po,state_fips,state_cen,state_ic,office,district,stage,runoff,special,candidate,party,writein,mode,candidatevotes,totalvotes,version,fusion_ticket,,
2016,ALABAMA,AL,1,63,41,US HOUSE,7,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,3698,233028,20250910,FALSE,,
2016,ALASKA,AK,2,94,81,US HOUSE,0,GEN,,FALSE,BERNIE SOUPHANAVONG,NONE,FALSE,TOTAL,9093,308198,20250910,FALSE,,
2016,ALASKA,AK,2,94,81,US HOUSE,0,GEN,,FALSE,DON YOUNG,REPUBLICAN,FALSE,TOTAL,155088,308198,20250910,FALSE,,
2016,ALASKA,AK,2,94,81,US HOUSE,0,GEN,,FALSE,JIM C MCDERMOTT,LIBERTARIAN,FALSE,TOTAL,31770,308198,20250910,FALSE,,
2016,ALASKA,AK,2,94,81,US HOUSE,0,GEN,,FALSE,STEVE LINDBECK,DEMOCRAT,FALSE,TOTAL,111019,308198,20250910,FALSE,,
2016,ALASKA,AK,2,94,81,US HOUSE,0,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,1228,308198,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,1,GEN,,FALSE,PAUL BABEU,REPUBLICAN,FALSE,TOTAL,121745,280710,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,1,GEN,,FALSE,RAY PARRISH,GREEN,FALSE,TOTAL,16746,280710,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,1,GEN,,FALSE,TOM O'HALLERAN,DEMOCRAT,FALSE,TOTAL,142219,280710,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,2,GEN,,FALSE,MARTHA MCSALLY,REPUBLICAN,FALSE,TOTAL,179806,315679,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,2,GEN,,FALSE,MATT HEINZ,DEMOCRAT,FALSE,TOTAL,135873,315679,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,3,GEN,,FALSE,JAIME VASQUEZ,REPUBLICAN,TRUE,TOTAL,332,151035,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,3,GEN,,FALSE,RAUL M GRIJALVA,DEMOCRAT,FALSE,TOTAL,148973,151035,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,3,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,283,151035,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,3,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,144,151035,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,3,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,1303,151035,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,4,GEN,,FALSE,MIKEL WEISSER,DEMOCRAT,FALSE,TOTAL,81296,284783,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,4,GEN,,FALSE,PAUL A GOSAR,REPUBLICAN,FALSE,TOTAL,203487,284783,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,5,GEN,,FALSE,ANDY BIGGS,REPUBLICAN,FALSE,TOTAL,205184,320124,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,5,GEN,,FALSE,TALIA FUENTES,DEMOCRAT,FALSE,TOTAL,114940,320124,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,6,GEN,,FALSE,DAVID SCHWEIKERT,REPUBLICAN,FALSE,TOTAL,201578,324444,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,6,GEN,,FALSE,W JOHN WILLIAMSON,DEMOCRAT,FALSE,TOTAL,122866,324444,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,7,GEN,,FALSE,EVE NUNEZ,REPUBLICAN,FALSE,TOTAL,39286,158811,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,7,GEN,,FALSE,RUBEN GALLEGO,DEMOCRAT,FALSE,TOTAL,119465,158811,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,7,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,60,158811,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,8,GEN,,FALSE,HAYDEN KEENER III,REPUBLICAN,TRUE,TOTAL,75,298971,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,8,GEN,,FALSE,MARK SALAZAR,GREEN,FALSE,TOTAL,93954,298971,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,8,GEN,,FALSE,TRENT FRANKS,REPUBLICAN,FALSE,TOTAL,204942,298971,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,9,GEN,,FALSE,DAVE GILES,REPUBLICAN,FALSE,TOTAL,108350,277507,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,9,GEN,,FALSE,KYRSTEN SINEMA,DEMOCRAT,FALSE,TOTAL,169055,277507,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,9,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,46,277507,20250910,FALSE,,
2016,ARIZONA,AZ,4,86,61,US HOUSE,9,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,56,277507,20250910,FALSE,,
2016,ARKANSAS,AR,5,71,42,US HOUSE,1,GEN,,FALSE,"""ERIC A \""""RICK\"""" CRAWFORD""",REPUBLICAN,FALSE,TOTAL,183866,241047,20250910,FALSE,,
2016,ARKANSAS,AR,5,71,42,US HOUSE,1,GEN,,FALSE,MARK WEST,LIBERTARIAN,FALSE,TOTAL,57181,241047,20250910,FALSE,,
2016,ARKANSAS,AR,5,71,42,US HOUSE,2,GEN,,FALSE,CHRIS HAYES,LIBERTARIAN,FALSE,TOTAL,14342,302464,20250910,FALSE,,
2016,ARKANSAS,AR,5,71,42,US HOUSE,2,GEN,,FALSE,DIANNE CURRY,DEMOCRAT,FALSE,TOTAL,111347,302464,20250910,FALSE,,
2016,ARKANSAS,AR,5,71,42,US HOUSE,2,GEN,,FALSE,J FRENCH HILL,REPUBLICAN,FALSE,TOTAL,176472,302464,20250910,FALSE,,
2016,ARKANSAS,AR,5,71,42,US HOUSE,2,GEN,,FALSE,WRITEIN,,TRUE,TOTAL,303,302464,20250910,FALSE,,
2016,ARKANSAS,AR,5,71,42,US HOUSE,3,GEN,,FALSE,STEVE ISAACSON,LIBERTARIAN,FALSE,TOTAL,63715,280907,20250910,FALSE,,
2016,ARKANSAS,AR,5,71,42,US HOUSE,3,GEN,,FALSE,STEVE WOMACK,REPUBLICAN,FALSE,TOTAL,217192,280907,20250910,FALSE,,
2016,ARKANSAS,AR,5,71,42,US HOUSE,4,GEN,,FALSE,BRUCE WESTERMAN,REPUBLICAN,FALSE,TOTAL,182885,244159,20250910,FALSE,,
2016,ARKANSAS,AR,5,71,42,US HOUSE,4,GEN,,FALSE,KERRY HICKS,LIBERTARIAN,FALSE,TOTAL,61274,244159,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,1,GEN,,FALSE,DOUG LAMALFA,REPUBLICAN,FALSE,TOTAL,185448,314036,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,1,GEN,,FALSE,JIM REED,DEMOCRAT,FALSE,TOTAL,128588,314036,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,2,GEN,,FALSE,DALE K MENSING,REPUBLICAN,FALSE,TOTAL,76572,330766,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,2,GEN,,FALSE,JARED HUFFMAN,DEMOCRAT,FALSE,TOTAL,254194,330766,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,3,GEN,,FALSE,JOHN GARAMENDI,DEMOCRAT,FALSE,TOTAL,152513,256966,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,3,GEN,,FALSE,N EUGENE CLEEK,REPUBLICAN,FALSE,TOTAL,104453,256966,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,4,GEN,,FALSE,ROBERT W DERLET,DEMOCRAT,FALSE,TOTAL,130845,350978,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,4,GEN,,FALSE,TOM MCCLINTOCK,REPUBLICAN,FALSE,TOTAL,220133,350978,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,5,GEN,,FALSE,CARLOS SANTAMARIA,REPUBLICAN,FALSE,TOTAL,67565,292091,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,5,GEN,,FALSE,MIKE THOMPSON,DEMOCRAT,FALSE,TOTAL,224526,292091,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,6,GEN,,FALSE,DORIS O MATSUI,DEMOCRAT,FALSE,TOTAL,177565,235413,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,6,GEN,,FALSE,"""ROBERT \""""BOB\"""" EVANS""",REPUBLICAN,FALSE,TOTAL,57848,235413,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,7,GEN,,FALSE,AMI BERA,DEMOCRAT,FALSE,TOTAL,152133,297301,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,7,GEN,,FALSE,SCOTT R JONES,REPUBLICAN,FALSE,TOTAL,145168,297301,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,8,GEN,,FALSE,PAUL COOK,REPUBLICAN,FALSE,TOTAL,136972,220007,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,8,GEN,,FALSE,RITA RAMIREZ,DEMOCRAT,FALSE,TOTAL,83035,220007,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,9,GEN,,FALSE,"""ANTONIO C \""""TONY\"""" AMADOR""",REPUBLICAN,FALSE,TOTAL,98992,232155,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,9,GEN,,FALSE,JERRY MCNERNEY,DEMOCRAT,FALSE,TOTAL,133163,232155,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,10,GEN,,FALSE,JEFF DENHAM,REPUBLICAN,FALSE,TOTAL,124671,241141,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,10,GEN,,FALSE,MICHAEL EGGMAN,DEMOCRAT,FALSE,TOTAL,116470,241141,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,11,GEN,,FALSE,MARK DESAULNIER,DEMOCRAT,FALSE,TOTAL,214868,298209,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,11,GEN,,FALSE,ROGER ALLEN PETERSEN,REPUBLICAN,FALSE,TOTAL,83341,298209,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,12,GEN,,FALSE,NANCY PELOSI,DEMOCRAT,FALSE,TOTAL,274035,338845,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,12,GEN,,FALSE,PRESTON PICUS,NONE,FALSE,TOTAL,64810,338845,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,13,GEN,,FALSE,BARBARA LEE,DEMOCRAT,FALSE,TOTAL,293117,322871,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,13,GEN,,FALSE,SUE CARO,REPUBLICAN,FALSE,TOTAL,29754,322871,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,14,GEN,,FALSE,ANGEL CARDENAS,REPUBLICAN,FALSE,TOTAL,54817,286447,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,14,GEN,,FALSE,JACKIE SPEIER,DEMOCRAT,FALSE,TOTAL,231630,286447,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,15,GEN,,FALSE,DANNY R TURNER,REPUBLICAN,FALSE,TOTAL,70619,269197,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,15,GEN,,FALSE,ERIC SWALWELL,DEMOCRAT,FALSE,TOTAL,198578,269197,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,16,GEN,,FALSE,JIM COSTA,DEMOCRAT,FALSE,TOTAL,97473,167956,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,16,GEN,,FALSE,JOHNNY M TACHERRA,REPUBLICAN,FALSE,TOTAL,70483,167956,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,17,GEN,,FALSE,MICHAEL M HONDA,DEMOCRAT,FALSE,TOTAL,90924,233192,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,17,GEN,,FALSE,RO KHANNA,DEMOCRAT,FALSE,TOTAL,142268,233192,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,18,GEN,,FALSE,ANNA G ESHOO,DEMOCRAT,FALSE,TOTAL,230460,323930,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,18,GEN,,FALSE,RICHARD B FOX,REPUBLICAN,FALSE,TOTAL,93470,323930,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,19,GEN,,FALSE,G BURT LANCASTER,REPUBLICAN,FALSE,TOTAL,64061,245863,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,19,GEN,,FALSE,ZOE LOFGREN,DEMOCRAT,FALSE,TOTAL,181802,245863,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,20,GEN,,FALSE,CASEY LUCIUS,REPUBLICAN,FALSE,TOTAL,74811,255791,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,20,GEN,,FALSE,JIMMY PANETTA,DEMOCRAT,FALSE,TOTAL,180980,255791,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,21,GEN,,FALSE,DAVID G VALADAO,REPUBLICAN,FALSE,TOTAL,75126,132408,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,21,GEN,,FALSE,EMILIO HUERTA,DEMOCRAT,FALSE,TOTAL,57282,132408,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,22,GEN,,FALSE,DEVIN NUNES,REPUBLICAN,FALSE,TOTAL,158755,234966,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,22,GEN,,FALSE,LOUIE J CAMPOS,DEMOCRAT,FALSE,TOTAL,76211,234966,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,23,GEN,,FALSE,KEVIN MCCARTHY,REPUBLICAN,FALSE,TOTAL,167116,241584,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,23,GEN,,FALSE,WENDY REED,DEMOCRAT,FALSE,TOTAL,74468,241584,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,24,GEN,,FALSE,JUSTIN DONALD FAREED,REPUBLICAN,FALSE,TOTAL,144780,310814,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,24,GEN,,FALSE,SALUD CARBAJAL,DEMOCRAT,FALSE,TOTAL,166034,310814,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,25,GEN,,FALSE,BRYAN CAFORIO,DEMOCRAT,FALSE,TOTAL,122406,261161,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,25,GEN,,FALSE,STEPHEN KNIGHT,REPUBLICAN,FALSE,TOTAL,138755,261161,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,26,GEN,,FALSE,JULIA BROWNLEY,DEMOCRAT,FALSE,TOTAL,169248,280307,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,26,GEN,,FALSE,RAFAEL A DAGNESSES,REPUBLICAN,FALSE,TOTAL,111059,280307,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,27,GEN,,FALSE,JACK ORSWELL,REPUBLICAN,FALSE,TOTAL,81655,250632,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,27,GEN,,FALSE,JUDY CHU,DEMOCRAT,FALSE,TOTAL,168977,250632,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,28,GEN,,FALSE,ADAM B SCHIFF,DEMOCRAT,FALSE,TOTAL,210883,270409,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,28,GEN,,FALSE,LENORE SOLIS,REPUBLICAN,FALSE,TOTAL,59526,270409,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,29,GEN,,FALSE,RICHARD ALARCON,DEMOCRAT,FALSE,TOTAL,43417,171824,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,29,GEN,,FALSE,TONY CARDENAS,DEMOCRAT,FALSE,TOTAL,128407,171824,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,30,GEN,,FALSE,BRAD SHERMAN,DEMOCRAT,FALSE,TOTAL,205279,282604,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,30,GEN,,FALSE,MARK REED,REPUBLICAN,FALSE,TOTAL,77325,282604,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,31,GEN,,FALSE,PAUL CHABOT,REPUBLICAN,FALSE,TOTAL,94866,215936,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,31,GEN,,FALSE,PETE AGUILAR,DEMOCRAT,FALSE,TOTAL,121070,215936,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,32,GEN,,FALSE,GRACE F NAPOLITANO,DEMOCRAT,FALSE,TOTAL,114926,186646,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,32,GEN,,FALSE,ROGER HERNANDEZ,DEMOCRAT,FALSE,TOTAL,71720,186646,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,33,GEN,,FALSE,KENNETH W WRIGHT,REPUBLICAN,FALSE,TOTAL,110822,330219,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,33,GEN,,FALSE,TED LIEU,DEMOCRAT,FALSE,TOTAL,219397,330219,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,34,GEN,,FALSE,ADRIENNE NICOLE EDWARDS,DEMOCRAT,FALSE,TOTAL,36314,159156,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,34,GEN,,FALSE,XAVIER BECERRA,DEMOCRAT,FALSE,TOTAL,122842,159156,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,35,GEN,,FALSE,NORMA J TORRES,DEMOCRAT,FALSE,TOTAL,124044,171353,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,35,GEN,,FALSE,TYLER FISCHELLA,REPUBLICAN,FALSE,TOTAL,47309,171353,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,36,GEN,,FALSE,JEFF STONE,REPUBLICAN,FALSE,TOTAL,88269,232617,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,36,GEN,,FALSE,RAUL RUIZ,DEMOCRAT,FALSE,TOTAL,144348,232617,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,37,GEN,,FALSE,CHRIS BLAKE WIGGINS,DEMOCRAT,FALSE,TOTAL,44782,237272,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,37,GEN,,FALSE,KAREN BASS,DEMOCRAT,FALSE,TOTAL,192490,237272,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,38,GEN,,FALSE,LINDA T SANCHEZ,DEMOCRAT,FALSE,TOTAL,163590,232114,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,38,GEN,,FALSE,RYAN DOWNING,REPUBLICAN,FALSE,TOTAL,68524,232114,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,39,GEN,,FALSE,BRETT MURDOCK,DEMOCRAT,FALSE,TOTAL,112679,263456,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,39,GEN,,FALSE,EDWARD R ROYCE,REPUBLICAN,FALSE,TOTAL,150777,263456,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,40,GEN,,FALSE,LUCILLE ROYBAL-ALLARD,DEMOCRAT,FALSE,TOTAL,106554,149297,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,40,GEN,,FALSE,ROMAN GABRIEL GONZALEZ,NONE,FALSE,TOTAL,42743,149297,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,41,GEN,,FALSE,DOUG SHEPHERD,REPUBLICAN,FALSE,TOTAL,69159,197323,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,41,GEN,,FALSE,MARK TAKANO,DEMOCRAT,FALSE,TOTAL,128164,197323,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,42,GEN,,FALSE,KEN CALVERT,REPUBLICAN,FALSE,TOTAL,149547,254236,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,42,GEN,,FALSE,TIM SHERIDAN,DEMOCRAT,FALSE,TOTAL,104689,254236,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,43,GEN,,FALSE,MAXINE WATERS,DEMOCRAT,FALSE,TOTAL,167017,219516,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,43,GEN,,FALSE,OMAR NAVARRO,REPUBLICAN,FALSE,TOTAL,52499,219516,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,44,GEN,,FALSE,ISADORE HALL III,DEMOCRAT,FALSE,TOTAL,85289,178413,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,44,GEN,,FALSE,NANETTE DIAZ BARRAGAN,DEMOCRAT,FALSE,TOTAL,93124,178413,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,45,GEN,,FALSE,MIMI WALTERS,REPUBLICAN,FALSE,TOTAL,182618,311849,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,45,GEN,,FALSE,RON VARASTEH,DEMOCRAT,FALSE,TOTAL,129231,311849,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,46,GEN,,FALSE,BAO NGUYEN,DEMOCRAT,FALSE,TOTAL,49345,164593,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,46,GEN,,FALSE,LOU CORREA,DEMOCRAT,FALSE,TOTAL,115248,164593,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,47,GEN,,FALSE,ALAN S LOWENTHAL,DEMOCRAT,FALSE,TOTAL,154759,242868,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,47,GEN,,FALSE,ANDY WHALLON,REPUBLICAN,FALSE,TOTAL,88109,242868,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,48,GEN,,FALSE,DANA ROHRABACHER,REPUBLICAN,FALSE,TOTAL,178701,306416,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,48,GEN,,FALSE,SUZANNE SAVARY,DEMOCRAT,FALSE,TOTAL,127715,306416,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,49,GEN,,FALSE,DARRELL E ISSA,REPUBLICAN,FALSE,TOTAL,155888,310155,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,49,GEN,,FALSE,DOUG APPLEGATE,DEMOCRAT,FALSE,TOTAL,154267,310155,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,50,GEN,,FALSE,DUNCAN HUNTER,REPUBLICAN,FALSE,TOTAL,179937,283583,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,50,GEN,,FALSE,PATRICK MALLOY,DEMOCRAT,FALSE,TOTAL,103646,283583,20250910,FALSE,,
2016,CALIFORNIA,CA,6,93,71,US HOUSE,51,GEN,,FALSE,JUAN M HIDALGO JR,REPUBLICAN,FALSE,TOTAL,54362,199524,20250910,FALSE,,
